image_name,mask_name,source_image,tile_x0,tile_y0,tile_size,min,D20,D40,D60,D80,max,particle_count,total_area_px2
1_patch_y00000_x00000.jpg,1_patch_y00000_x00000.png,1.jpg,0,0,512,34.29975713230766,44.266416834293416,108.67644646823602,205.99024507933387,269.99640163207175,340.370483701881,6,193309.0
1_patch_y00000_x00205.jpg,1_patch_y00000_x00205.png,1.jpg,205,0,512,9.373021315815206,35.26093019815732,42.50416088106036,59.62699181195282,163.25105002393582,333.09936488441554,13,192979.0
1_patch_y00000_x00410.jpg,1_patch_y00000_x00410.png,1.jpg,410,0,512,11.283791670955125,39.993455174099886,45.37355641766906,65.78780999919589,121.77419080265344,276.9107768616643,19,172619.0
1_patch_y00000_x00615.jpg,1_patch_y00000_x00615.png,1.jpg,615,0,512,11.283791670955125,31.127725479762553,44.85218479273398,94.17742122518085,134.78818592082186,218.95208457187238,21,161829.0
1_patch_y00000_x00820.jpg,1_patch_y00000_x00820.png,1.jpg,820,0,512,6.076507779746499,28.15050806620313,40.44766838579561,77.13294010213639,147.29876400382554,356.84266402570705,12,191623.0
1_patch_y00000_x01025.jpg,1_patch_y00000_x01025.png,1.jpg,1025,0,512,4.918490759365935,23.672588179471717,29.52059391482532,41.458490071047635,176.61727451622454,382.6869290621031,9,222527.0
1_patch_y00000_x01230.jpg,1_patch_y00000_x01230.png,1.jpg,1230,0,512,15.471555655790098,32.65355227529882,41.23250698810185,49.4748803031357,79.31682093219167,353.28721014459865,22,194118.0
1_patch_y00000_x01435.jpg,1_patch_y00000_x01435.png,1.jpg,1435,0,512,15.471555655790098,32.9363035587535,44.10793607000138,51.052143422905154,95.67297992171606,260.0246902585817,26,177176.0
1_patch_y00000_x01640.jpg,1_patch_y00000_x01640.png,1.jpg,1640,0,512,5.527906391541368,21.23032733700184,32.07456238432586,72.4626792389559,106.68405827670608,366.1325244599851,21,205974.0
1_patch_y00000_x01845.jpg,1_patch_y00000_x01845.png,1.jpg,1845,0,512,1.1283791670955126,19.28701411984555,29.702783504108947,41.06038726918899,68.91568836333865,413.1747955514726,20,185697.0
1_patch_y00000_x02050.jpg,1_patch_y00000_x02050.png,1.jpg,2050,0,512,1.1283791670955126,15.116639958876998,25.60699837034026,32.77990898228468,53.54953457213149,295.9710808132767,33,131306.0
1_patch_y00000_x02255.jpg,1_patch_y00000_x02255.png,1.jpg,2255,0,512,1.1283791670955126,19.28701411984555,29.744628011198188,45.71758280746417,82.47821175267032,227.98844526481662,25,130225.0
1_patch_y00000_x02460.jpg,1_patch_y00000_x02460.png,1.jpg,2460,0,512,1.1283791670955126,25.60699837034026,36.54624854109086,49.827874851668795,120.27166943106836,251.76766570609368,21,185895.0
1_patch_y00000_x02665.jpg,1_patch_y00000_x02665.png,1.jpg,2665,0,512,16.545286401814263,29.489364337912,35.80715321759479,44.96559125642004,64.17889004352017,278.83297208214674,26,161049.0
1_patch_y00000_x02870.jpg,1_patch_y00000_x02870.png,1.jpg,2870,0,512,8.136857890256438,28.356555451869117,37.62050919767017,55.21404915038207,65.84652135104002,213.03966018474028,35,124510.0
1_patch_y00000_x03075.jpg,1_patch_y00000_x03075.png,1.jpg,3075,0,512,7.136496464611085,33.53014342350997,44.96559125642004,55.497445515215915,68.61807222904642,205.60666177022784,36,129577.0
1_patch_y00000_x03280.jpg,1_patch_y00000_x03280.png,1.jpg,3280,0,512,11.227230955528665,37.728493183837166,49.82539003835649,61.396522190018445,79.36624371552794,256.5071669831747,33,146844.0
1_patch_y00000_x03336.jpg,1_patch_y00000_x03336.png,1.jpg,3336,0,512,5.753627391751592,38.48411302767268,47.918071071483816,57.45940164363486,68.17294460045112,256.5071669831747,32,139390.0
1_patch_y00205_x00000.jpg,1_patch_y00205_x00000.png,1.jpg,0,205,512,44.266416834293416,53.61681166750105,106.1528037449348,166.16713762634717,253.2340916194999,442.20947778016387,5,206218.0
1_patch_y00205_x00205.jpg,1_patch_y00205_x00205.png,1.jpg,205,205,512,9.373021315815206,28.715365877907722,39.9965204668453,58.15608329814073,91.21116362021363,453.0607464401816,12,193756.0
1_patch_y00205_x00410.jpg,1_patch_y00205_x00410.png,1.jpg,410,205,512,11.67204486311899,31.127725479762553,43.78925386862803,47.9793403131095,94.89125386655543,342.75434286551166,21,176660.0
